"AUTHOR","titleyear","2CZY","A","CZY","HIBA","Mozhe","Nevzhe","NOQWORD","GENRE","PUBYEAR","BIRTHYEAR","Birthreg","macroreg","czyperc","ALLSUM"
"Михайло Коцюбинський","У грішний світ-1904",0,1,1,0,0,1,9,"FIC",1904,"1864","UA-VNC","central",0.0833333333333333,12
"Михайло Коцюбинський","Харитя-1891",0,0,0,0,1,0,1,"FIC",1891,"1864","UA-VNC","central",0,2
"Михайло Коцюбинський","Хвала життю-1912",0,0,0,0,1,0,1,"FIC",1912,"1864","UA-VNC","central",0,2
"Михайло Коцюбинський","Хо. Казка-1894",1,4,7,0,1,1,14,"FIC",1894,"1864","UA-VNC","central",0.259259259259259,28
"Михайло Коцюбинський","Цвіт яблуні-1902",1,0,3,3,3,0,6,"FIC",1902,"1864","UA-VNC","central",0.2,16
"Михайло Коцюбинський","Ціпов'яз-1893",1,4,6,4,0,1,14,"FIC",1893,"1864","UA-VNC","central",0.206896551724138,30
"Михайло Коцюбинський","Що записано в книгу життя-1911",0,0,0,4,1,0,14,"FIC",1911,"1864","UA-VNC","central",0,19
"Михайло Коцюбинський","Ялинка-1891",0,0,1,1,0,0,2,"FIC",1891,"1864","UA-VNC","central",0.25,4
"Михайло Старицький","За двома зайцями-1883",4,14,32,21,3,5,118,"DRA",1883,"1840","UA-CRK-REG","central",0.16580310880829,197
"Михайло Старицький","Маруся Богуславка-1899",0,4,24,10,11,4,109,"DRA",1899,"1840","UA-CRK-REG","central",0.148148148148148,162
"Михайло Старицький","Не судилось-1881",3,15,26,26,15,9,195,"DRA",1881,"1840","UA-CRK-REG","central",0.0909090909090909,289
"Михайло Старицький","Облога Буші-1894",0,2,10,4,2,1,26,"FIC",1894,"1840","UA-CRK-REG","central",0.222222222222222,45
"Михайло Старицький","Талан-1893",4,16,19,18,9,8,218,"DRA",1893,"1840","UA-CRK-REG","central",0.0659722222222222,292
"Михайло Яцків","Блискавиці-1913",0,0,0,0,1,0,0,"FIC",1913,"1873","UA-IFR-REG","west",0,1
"Наталена Королева","1313-1935",3,10,29,18,15,3,45,NA,1935,"1888","ES","NA",0.241666666666667,123
"Наталена Королева","Без коріння-1936",3,5,25,8,7,4,57,NA,1936,"1888","ES","NA",0.235849056603774,109
"Наталена Королева","Легенди старокиївські. Аскольдова могила-1943",0,0,3,0,0,0,0,NA,1943,"1888","ES","NA",1,3
"Наталена Королева","Михайлик-1943",0,0,7,0,0,0,5,NA,1943,"1888","ES","NA",0.583333333333333,12
"Наталена Королева","Нерушима стіна-1943",0,1,0,0,0,0,3,NA,1943,"1888","ES","NA",0,4
"Наталена Королева","Перунове прокляття-1943",0,0,0,0,0,0,1,NA,1943,"1888","ES","NA",0,1
"Наталена Королева","Предок-1937",3,17,71,20,18,2,110,NA,1937,"1888","ES","NA",0.298319327731092,241
"Наталена Королева","Сон тіні-1938",2,21,39,8,29,7,136,NA,1938,"1888","ES","NA",0.1625,242
"Оксана Іваненко","Бурулька-1934",0,0,0,0,0,0,4,"CHI",1934,"1906","UA-PLT","southeast",0,4
"Оксана Іваненко","Великі очі-1936",0,2,5,2,2,2,4,"CHI",1936,"1906","UA-PLT","southeast",0.294117647058824,17
"Оксана Іваненко","Галочка-1939",0,0,1,0,0,0,1,"CHI",1939,"1906","UA-PLT","southeast",0.5,2
"Оксана Іваненко","Джмелик-1934",0,0,0,0,3,0,2,"CHI",1934,"1906","UA-PLT","southeast",0,5
"Оксана Іваненко","Дубок-1934",0,0,0,1,2,2,3,"CHI",1934,"1906","UA-PLT","southeast",0,8
"Оксана Іваненко","Казка про білочку-мандрівницю-1934",0,1,1,1,0,0,1,"CHI",1934,"1906","UA-PLT","southeast",0.25,4
"Оксана Іваненко","Казка про золоту рибку-1934",0,2,2,0,0,0,1,"CHI",1934,"1906","UA-PLT","southeast",0.4,5
"Оксана Іваненко","Казка про маленького Піка-1934",0,0,3,0,3,1,1,"CHI",1934,"1906","UA-PLT","southeast",0.375,8
"Оксана Іваненко","Кисличка-1934",0,1,0,1,0,1,1,"CHI",1934,"1906","UA-PLT","southeast",0,4
"Оксана Іваненко","На добраніч-1934",0,0,0,1,1,1,4,"CHI",1934,"1906","UA-PLT","southeast",0,7
"Оксана Іваненко","Про бджілку Медунку-1934",0,1,0,1,1,0,3,"CHI",1934,"1906","UA-PLT","southeast",0,6
"Оксана Іваненко","Про братика-ведмедика-1934",0,0,1,0,0,0,1,"CHI",1934,"1906","UA-PLT","southeast",0.5,2
"Оксана Іваненко","Про зелену ялинку та золоту мандаринку-1934",0,1,1,3,0,1,3,"CHI",1934,"1906","UA-PLT","southeast",0.111111111111111,9
"Оксана Іваненко","Синичка-1934",0,0,0,0,3,0,2,"CHI",1934,"1906","UA-PLT","southeast",0,5
"Оксана Іваненко","Сонечко-1934",0,0,1,1,0,0,1,"CHI",1934,"1906","UA-PLT","southeast",0.333333333333333,3
"Оксана Іваненко","Сороки-1939",0,2,1,0,0,0,4,"CHI",1939,"1906","UA-PLT","southeast",0.142857142857143,7
"Оксана Іваненко","Тарасові шляхи-1939",0,14,9,17,8,6,68,"CHI",1939,"1906","UA-PLT","southeast",0.0737704918032787,122
"Оксана Іваненко","Три бажання-1940",0,1,3,1,2,0,9,"CHI",1940,"1906","UA-PLT","southeast",0.1875,16
"Оксана Іваненко","Хвилька-1934",0,0,0,0,0,2,0,"CHI",1934,"1906","UA-PLT","southeast",0,2
"Оксана Іваненко","Цвітарінь-1934",0,0,1,0,0,1,2,"CHI",1934,"1906","UA-PLT","southeast",0.25,4
"Оксана Іваненко","Що трапилось в саду-1934",0,0,1,0,1,0,1,"CHI",1934,"1906","UA-PLT","southeast",0.333333333333333,3
"Олекса Кузьма","Листопадові дні 1918 р.-1931",0,0,13,0,0,5,18,"HIS",1931,NA,NA,"NA",0.361111111111111,36
"Олекса Синявський","Норми української літературної мови-1941",0,2,31,8,1,0,60,NA,1941,"1883","UA-ZPR-REG","southeast",0.303921568627451,102
"Олекса Слісаренко","Авеніта-1927",2,3,3,0,4,0,9,"FIC",1927,"1891","UA-HRK-REG","southeast",0.157894736842105,21
"Олекса Слісаренко","Автобіографічна новела-1929",0,0,0,1,0,0,0,"FIC",1929,"1891","UA-HRK-REG","southeast",0,1
"Олекса Слісаренко","Альхемік-1928",0,0,0,0,0,0,2,"FIC",1928,"1891","UA-HRK-REG","southeast",0,2
"Олекса Слісаренко","Божевільний трамвай-1930",0,0,4,1,3,0,4,"FIC",1930,"1891","UA-HRK-REG","southeast",0.333333333333333,12
"Олекса Слісаренко","Бунт-1927",0,13,7,13,1,1,23,"FIC",1927,"1891","UA-HRK-REG","southeast",0.120689655172414,58
"Олекса Слісаренко","В болотах-1924",0,1,0,0,0,0,6,"FIC",1924,"1891","UA-HRK-REG","southeast",0,7
"Олекса Слісаренко","Випадкова сміливість-1932",0,2,1,0,0,1,2,"FIC",1932,"1891","UA-HRK-REG","southeast",0.166666666666667,6
"Олекса Слісаренко","Вихор у затишку-1930",0,0,0,1,0,0,5,"FIC",1930,"1891","UA-HRK-REG","southeast",0,6
"Олекса Слісаренко","Горбате життя-1932",0,1,1,1,1,1,5,"FIC",1932,"1891","UA-HRK-REG","southeast",0.1,10
"Олекса Слісаренко","Драма. В темному коридорі-1930",0,1,2,3,3,0,9,"FIC",1930,"1891","UA-HRK-REG","southeast",0.111111111111111,18
"Олекса Слісаренко","Душа майстра-1927",0,0,0,1,0,0,1,"FIC",1927,"1891","UA-HRK-REG","southeast",0,2
"Олекса Слісаренко","Запалівська історія-1930",0,1,0,3,0,0,4,"FIC",1930,"1891","UA-HRK-REG","southeast",0,8
"Олекса Слісаренко","Камінний виноград-1927",0,0,0,0,0,0,5,"FIC",1927,"1891","UA-HRK-REG","southeast",0,5
"Олекса Слісаренко","Канонір Душта-1930",0,0,0,2,0,0,2,"FIC",1930,"1891","UA-HRK-REG","southeast",0,4
"Олекса Слісаренко","Князь Барціла-1927",0,2,0,0,0,0,3,"FIC",1927,"1891","UA-HRK-REG","southeast",0,5
"Олекса Слісаренко","Крючковар-1930",0,3,0,0,0,0,20,"FIC",1930,"1891","UA-HRK-REG","southeast",0,23
"Олекса Слісаренко","Мій брат-1932",0,0,0,0,1,0,3,"FIC",1932,"1891","UA-HRK-REG","southeast",0,4
"Олекса Слісаренко","Останнє слово-1932",1,0,2,0,0,0,2,"FIC",1932,"1891","UA-HRK-REG","southeast",0.5,5
"Олекса Слісаренко","Пан Слимаківський-1930",0,0,0,0,0,0,3,"FIC",1930,"1891","UA-HRK-REG","southeast",0,3
"Олекса Слісаренко","Плантації-1925",1,4,4,2,0,1,17,"FIC",1925,"1891","UA-HRK-REG","southeast",0.142857142857143,29
"Олекса Слісаренко","Позолочене оливо-1928",0,4,6,4,6,1,23,"FIC",1928,"1891","UA-HRK-REG","southeast",0.136363636363636,44
"Олекса Слісаренко","Полуда-1930",0,2,3,1,5,2,7,"FIC",1930,"1891","UA-HRK-REG","southeast",0.15,20
"Олекса Слісаренко","Президент Кислокапустянськоі республіки-1930",0,0,0,0,0,0,2,"FIC",1930,"1891","UA-HRK-REG","southeast",0,2
"Олекса Слісаренко","Присуд-1929",0,0,0,0,0,0,6,"FIC",1929,"1891","UA-HRK-REG","southeast",0,6
"Олекса Слісаренко","Редут № 16-1927",0,1,0,1,0,0,5,"FIC",1927,"1891","UA-HRK-REG","southeast",0,7
"Олекса Слісаренко","Смерть генерала Гатераса-1927",0,0,2,0,0,0,0,"FIC",1927,"1891","UA-HRK-REG","southeast",1,2
"Олекса Слісаренко","Сотні тисяч сил...-1925",0,0,1,1,1,0,3,"FIC",1925,"1891","UA-HRK-REG","southeast",0.166666666666667,6
"Олекса Слісаренко","Спроба на огонь-1927",0,1,4,1,1,1,8,"FIC",1927,"1891","UA-HRK-REG","southeast",0.25,16
"Олекса Слісаренко","Чорний ангел-1929",2,16,32,23,34,7,78,"FIC",1929,"1891","UA-HRK-REG","southeast",0.168421052631579,192
"Олекса Слісаренко","Шпоньчине життя та смерть-1930",0,0,1,0,0,1,1,"FIC",1930,"1891","UA-HRK-REG","southeast",0.333333333333333,3
"Олекса Слісаренко","Шість сотень-1927",0,0,0,0,0,0,4,"FIC",1927,"1891","UA-HRK-REG","southeast",0,4
"Олекса Слісаренко","Ювілей учителя-1932",0,0,0,1,0,0,4,"FIC",1932,"1891","UA-HRK-REG","southeast",0,5
"Олекса Стороженко","Споминки про Микиту Леонтійовича Коржа [редакція 1990 (?) р.]-1863",0,0,0,0,0,0,1,"FIC",1863,"1805","UA-CRG-REG","central",0,1
"Олександр Ємченко","Петля часу-1992",0,3,5,0,3,0,9,NA,1992,"1945","UA-ZPR-REG","southeast",0.25,20
"Олександр Ємченко","Піраміда Сонця (збірка)-1991",2,8,31,4,4,16,51,NA,1991,"1945","UA-ZPR-REG","southeast",0.271929824561404,116
"Олександр Ємченко","Сонячний грім-1991",0,2,2,0,1,3,9,NA,1991,"1945","UA-ZPR-REG","southeast",0.117647058823529,17
"Олександр Ємченко","Троянда холоду-1992",0,1,5,1,3,0,25,NA,1992,"1945","UA-ZPR-REG","southeast",0.142857142857143,35
"Олександр Ільченко","Козацькому роду нема переводу  або ж Мамай i Чужа Молодиця-1958",2,118,158,49,19,8,772,NA,1958,"1909","UA-HRK","southeast",0.140569395017794,1126
"Олександр Ірванець","Recording-1995",0,0,6,0,5,0,1,NA,1995,"1961","UA-LVV","west",0.5,12
"Олександр Ірванець","День Перемоги-2004",0,5,4,0,2,0,22,NA,2004,"1961","UA-LVV","west",0.121212121212121,33
"Олександр Ірванець","Електричка на Великдень-1994",0,8,8,0,0,0,48,NA,1994,"1961","UA-LVV","west",0.125,64
"Олександр Ірванець","Львівська брама-2002",0,4,4,1,0,2,12,NA,2002,"1961","UA-LVV","west",0.173913043478261,23
"Олександр Ірванець","Маленька п'єса про зраду для однієї актриси-1992",0,1,1,1,0,1,19,NA,1992,"1961","UA-LVV","west",0.0434782608695652,23
"Олександр Ірванець","Очамимря-2002",0,2,6,2,1,1,6,NA,2002,"1961","UA-LVV","west",0.333333333333333,18
"Олександр Ірванець","Прямий ефір-1995",0,3,5,0,0,0,10,NA,1995,"1961","UA-LVV","west",0.277777777777778,18
"Олександр Ірванець","Рівне/Ровно (Стіна)-2000",0,2,19,2,3,1,50,NA,2000,"1961","UA-LVV","west",0.246753246753247,77
"Олександр Довженко","Аероград-1935",2,1,5,0,1,0,38,NA,1935,"1894","UA-CRG-REG","central",0.111111111111111,47
"Олександр Довженко","Бронза-1944",0,1,2,1,0,0,14,NA,1944,"1894","UA-CRG-REG","central",0.111111111111111,18
"Олександр Довженко","Воля до життя-1942",1,1,0,0,0,0,7,NA,1942,"1894","UA-CRG-REG","central",0,9
"Олександр Довженко","Відступник-1942",0,2,0,0,0,0,5,NA,1942,"1894","UA-CRG-REG","central",0,7
"Олександр Довженко","До проблеми образотворчого мистецтва-1928",0,0,0,0,0,0,2,"JOU",1928,"1894","UA-CRG-REG","central",0,2
"Олександр Довженко","На колючому дроті-1942",0,2,1,0,1,1,14,NA,1942,"1894","UA-CRG-REG","central",0.0526315789473684,19
"Олександр Довженко","Незабутнє-1942",0,0,1,0,0,1,7,NA,1942,"1894","UA-CRG-REG","central",0.111111111111111,9
"Олександр Довженко","Ніч перед боєм-1942",0,0,3,1,1,0,10,NA,1942,"1894","UA-CRG-REG","central",0.2,15
"Олександр Довженко","Перемога-1942",1,2,6,1,0,2,30,NA,1942,"1894","UA-CRG-REG","central",0.146341463414634,42
"Олександр Довженко","Тарас Бульба-1941",0,6,11,3,1,0,59,NA,1941,"1894","UA-CRG-REG","central",0.1375,80
"Олександр Довженко","Тризна-1942",0,1,1,5,0,0,7,NA,1942,"1894","UA-CRG-REG","central",0.0714285714285714,14
"Олександр Довженко","Україна в огні-1943",0,13,16,3,2,3,189,NA,1943,"1894","UA-CRG-REG","central",0.0707964601769911,226
"Олександр Довженко","Україна у вогнях-1943",0,0,1,0,0,0,0,NA,1943,"1894","UA-CRG-REG","central",1,1
"Олександр Довженко","Щоденник-1942",0,9,19,2,0,2,27,"DIA",1942,"1894","UA-CRG-REG","central",0.322033898305085,118
"Олександр Довженко","Щоденник-1943",0,2,0,0,0,0,4,"DIA",1943,"1894","UA-CRG-REG","central",0,6
"Олександр Довженко","Щоденник-1944",0,0,0,0,0,0,1,"DIA",1944,"1894","UA-CRG-REG","central",0,1
"Олександр Довженко","Щорс-1938",2,2,14,0,8,1,79,NA,1938,"1894","UA-CRG-REG","central",0.134615384615385,106
"Олександр Жовна","Експеримент-2003",0,3,6,1,1,5,40,NA,2003,NA,NA,"NA",0.107142857142857,56
"Олександр Жовна","Плутане інтерв'ю-2003",0,0,4,0,0,0,9,NA,2003,NA,NA,"NA",0.307692307692308,13
"Олександр Зима","День на роздуми-1987",1,27,73,13,25,49,459,NA,1987,"1937","UA-HRS-REG","southeast",0.113003095975232,647
"Олександр Ковінька","Як мене купали і сповивали (збірка)-1958",2,5,39,12,1,0,78,NA,1958,"1900","UA-PLT-REG","southeast",0.288888888888889,137
"Олександр Кониський","І ми - люди-1882",0,5,13,16,1,0,19,"FIC",1882,"1836","UA-CRG-REG","central",0.240740740740741,54
"Олександр Кониський","В день святої волі-1895",1,4,10,0,0,0,27,"FIC",1895,"1836","UA-CRG-REG","central",0.24390243902439,42
"Олександр Кониський","Дмитро Книш-1873",0,3,4,0,0,0,2,"FIC",1873,"1836","UA-CRG-REG","central",0.444444444444444,9
"Олександр Кониський","Дід Євмен-1892",0,1,2,0,0,0,8,"FIC",1892,"1836","UA-CRG-REG","central",0.181818181818182,11
"Олександр Кониський","За кригою-1885",0,0,3,1,0,0,11,"FIC",1885,"1836","UA-CRG-REG","central",0.2,15
"Олександр Кониський","Марта Михайлівна Перепічка-1873",1,2,6,4,2,0,6,"FIC",1873,"1836","UA-CRG-REG","central",0.3,21
"Олександр Кониський","Наймичка-1874",0,2,4,4,2,0,2,"FIC",1874,"1836","UA-CRG-REG","central",0.285714285714286,14
"Олександр Кониський","Отак були вскочили-1884",0,8,12,3,1,0,32,"FIC",1884,"1836","UA-CRG-REG","central",0.214285714285714,56
"Олександр Кониський","Панська воля-1862",0,2,9,3,0,0,9,"FIC",1862,"1836","UA-CRG-REG","central",0.391304347826087,23
"Олександр Кониський","Пригоди в дорозі-1887",0,6,8,4,0,0,33,"FIC",1887,"1836","UA-CRG-REG","central",0.156862745098039,51
"Олександр Кониський","Протестант-1872",0,0,1,0,0,0,2,"FIC",1872,"1836","UA-CRG-REG","central",0.333333333333333,3
"Олександр Кониський","Сила Федорович Гарбуз-1873",0,0,1,2,0,0,6,"FIC",1873,"1836","UA-CRG-REG","central",0.111111111111111,9
"Олександр Кониський","Старі люди-1895",1,3,6,4,0,0,20,"FIC",1895,"1836","UA-CRG-REG","central",0.181818181818182,34
"Олександр Корнійчук","Загибель ескадри-1933",0,2,1,4,10,0,62,"DRA",1933,"1905","UA-KYV-REG","central",0.0126582278481013,79
"Олександр Корнійчук","Платон Кречет [Редакція 1963 р.]-1934",1,5,8,6,8,2,97,"DRA",1934,"1905","UA-KYV-REG","central",0.0634920634920635,127
"Олександр Костюк","І тихе сяєво зірок-1988",0,0,0,0,1,1,1,NA,1988,NA,NA,"NA",0,3
"Олександр Костюк","Еліксир безсмертя-1988",0,1,10,1,4,1,32,NA,1988,NA,NA,"NA",0.204081632653061,49
"Олександр Костюк","Золоті бджоли-1984",0,0,3,0,0,0,0,NA,1984,NA,NA,"NA",1,3
"Олександр Левченко","Вікно-1996",0,0,0,1,1,3,8,NA,1996,NA,NA,"NA",0,13
"Олександр Левченко","Чужий світ-1992",0,1,3,1,4,2,15,NA,1992,NA,NA,"NA",0.115384615384615,26
"Олександр Мазур","Галка-1961",0,3,3,0,1,0,9,NA,1961,NA,NA,"NA",0.1875,16
"Олександр Мазур","Друзі-1961",0,0,0,2,0,0,12,NA,1961,NA,NA,"NA",0,14
"Олександр Мазур","Піонерський ліс-1961",0,4,1,4,5,1,24,NA,1961,NA,NA,"NA",0.0256410256410256,39
"Олександр Мар’ямов","Аеродроми і порти [редакція 2018 р.]-1931",0,2,8,7,2,1,48,"FIC",1931,"1909","UA-ODS","NA",0.117647058823529,68
"Олександр Мар’ямов","Береги дванадцяти вод [редакція 2018 р.]-1930",2,9,13,6,2,2,83,"JOU",1930,"1909","UA-ODS","NA",0.11304347826087,117
"Олександр Мар’ямов","Данилів [редакція 2018 р.]-1931",2,2,6,3,2,1,21,"FIC",1931,"1909","UA-ODS","NA",0.171428571428571,37
"Олександр Мар’ямов","Шляхи під сонцем: 10.000 кілометрів [редакція 2018 р.]-1929",0,0,3,0,1,1,12,"JOU",1929,"1909","UA-ODS","NA",0.176470588235294,17
"Олександр Оглоблин","Гетьман Іван Мазепа та його доба-2001",0,0,9,0,1,0,29,NA,2001,NA,NA,"NA",0.230769230769231,39
"Олександр Покришкін","Небо війни-1982",2,33,66,22,9,41,229,NA,1982,"TRANSL","TRANSL","NA",0.165,402
"Олександр Ромась","Свідчення очевидців Голоду. Том ІІІ-1985",5,40,148,2,3,0,172,NA,1985,NA,NA,"NA",0.405479452054795,1110
"Олександр Сизоненко","Зорі падають в серпні-1956",0,34,19,23,17,3,265,NA,1956,"1923","UA-MKL-REG","southeast",0.0526315789473684,361
"Олександр Солженіцин","Матрьонин двір-1964",0,1,5,1,3,2,14,NA,1964,"TRANSL","TRANSL","NA",0.192307692307692,26
"Олександр Солженіцин","Один день Івана Денисовича-1963",0,3,14,4,2,2,47,NA,1963,"TRANSL","TRANSL","NA",0.194444444444444,72
"Олександр Тесленко","Іронічний диптих-1977",0,4,6,1,5,1,65,NA,1977,"1948","UA-DNC","southeast",0.0731707317073171,82
"Олександр Тесленко","В моєму серці немає зла-1987",0,2,0,1,0,0,13,NA,1987,"1948","UA-DNC","southeast",0,16
"Олександр Тесленко","Викривлений простір-1983",3,19,42,10,16,2,258,NA,1983,"1948","UA-DNC","southeast",0.121037463976945,350
"Олександр Тесленко","Випробування добром-1981",0,9,1,3,4,3,57,NA,1981,"1948","UA-DNC","southeast",0.012987012987013,77
"Олександр Тесленко","Восьме життя-1988",0,2,2,4,2,2,35,NA,1988,"1948","UA-DNC","southeast",0.0425531914893617,47
"Олександр Тесленко","Гак Альбіноса-1985",0,0,1,1,0,0,9,NA,1985,"1948","UA-DNC","southeast",0.0909090909090909,11
"Олександр Тесленко","Генерал передчуває-1989",0,4,13,4,3,1,54,NA,1989,"1948","UA-DNC","southeast",0.164556962025316,79
"Олександр Тесленко","Дозвольте народитися-1978",0,3,2,1,1,0,26,NA,1978,"1948","UA-DNC","southeast",0.0606060606060606,33
"Олександр Тесленко","Дощ-1982",0,4,3,8,6,4,50,NA,1982,"1948","UA-DNC","southeast",0.04,75
"Олександр Тесленко","Дьондюранг-1987",0,7,11,7,4,5,82,NA,1987,"1948","UA-DNC","southeast",0.0948275862068965,116
"Олександр Тесленко","Діти Ніколіана-1983",0,5,6,12,6,5,67,NA,1983,"1948","UA-DNC","southeast",0.0594059405940594,101
"Олександр Тесленко","Живий рис-1990",1,2,4,0,0,1,5,NA,1990,"1948","UA-DNC","southeast",0.333333333333333,13
"Олександр Тесленко","Запрограмоване щастя-1977",0,1,5,1,5,1,23,NA,1977,"1948","UA-DNC","southeast",0.138888888888889,36
"Олександр Тесленко","Камяне яйце-1988",0,6,3,6,4,0,54,NA,1988,"1948","UA-DNC","southeast",0.0410958904109589,73
"Олександр Тесленко","Колесо-1987",0,1,9,2,1,3,42,NA,1987,"1948","UA-DNC","southeast",0.155172413793103,58
"Олександр Тесленко","Корида-1981",0,2,3,0,5,2,40,NA,1981,"1948","UA-DNC","southeast",0.0576923076923077,52
"Олександр Тесленко","Крила-1982",0,4,0,1,1,0,20,NA,1982,"1948","UA-DNC","southeast",0,26
"Олександр Тесленко","Крокодил не хотів літати-1988",0,19,14,8,6,8,112,NA,1988,"1948","UA-DNC","southeast",0.0838323353293413,167
"Олександр Тесленко","Крізь базальт Інкани-1988",0,2,4,0,0,1,8,NA,1988,"1948","UA-DNC","southeast",0.266666666666667,15
"Олександр Тесленко","Кут паралельності-1980",0,4,11,1,3,0,37,NA,1980,"1948","UA-DNC","southeast",0.196428571428571,56
"Олександр Тесленко","Лікар приходив-1979",0,1,2,0,1,0,11,NA,1979,"1948","UA-DNC","southeast",0.133333333333333,15
"Олександр Тесленко","Маленька історія-1984",0,2,1,1,0,0,16,NA,1984,"1948","UA-DNC","southeast",0.05,20
"Олександр Тесленко","Модель абсолютно чорного тіла-1980",0,11,3,10,4,1,84,NA,1980,"1948","UA-DNC","southeast",0.0265486725663717,113
"Олександр Тесленко","Навіщо я зазирнув у майбутнє-1990",0,0,2,2,0,0,15,NA,1990,"1948","UA-DNC","southeast",0.105263157894737,19
"Олександр Тесленко","Не бійся власної тіні-1982",0,3,2,0,2,0,9,NA,1982,"1948","UA-DNC","southeast",0.125,16
"Олександр Тесленко","Орлан Стах-1980",1,5,4,5,0,1,36,NA,1980,"1948","UA-DNC","southeast",0.0784313725490196,52
"Олександр Тесленко","Планета Білих Акацій-1983",0,1,1,0,1,1,13,NA,1983,"1948","UA-DNC","southeast",0.0588235294117647,17
"Олександр Тесленко","Повернення з Інкани-1977",0,0,1,0,0,0,26,NA,1977,"1948","UA-DNC","southeast",0.037037037037037,27
"Олександр Тесленко","Полігон Розгнівана Сирітка-1989",0,0,4,5,0,0,16,NA,1989,"1948","UA-DNC","southeast",0.16,25
"Олександр Тесленко","Посмішка кібера-1979",0,1,1,4,1,0,8,NA,1979,"1948","UA-DNC","southeast",0.0666666666666667,15
"Олександр Тесленко","Прийду завтра-1985",0,1,4,1,4,0,7,NA,1985,"1948","UA-DNC","southeast",0.235294117647059,17
"Олександр Тесленко","Програма для внутрішнього користування-1981",0,0,3,1,2,0,15,NA,1981,"1948","UA-DNC","southeast",0.142857142857143,21
"Олександр Тесленко","Просто так для щастя-1986",0,0,0,0,0,0,9,NA,1986,"1948","UA-DNC","southeast",0,9
"Олександр Тесленко","Решта залежить від вашої уяви-1989",3,17,39,18,7,9,238,NA,1989,"1948","UA-DNC","southeast",0.11890243902439,331
"Олександр Тесленко","Русуля-1981",0,0,0,1,0,0,1,NA,1981,"1948","UA-DNC","southeast",0,2
"Олександр Тесленко","Світячи іншим-1983",0,7,6,2,3,2,46,NA,1983,"1948","UA-DNC","southeast",0.0909090909090909,66
"Олександр Тесленко","Слово старого Джина-1976",0,1,4,1,2,0,13,NA,1976,"1948","UA-DNC","southeast",0.19047619047619,21
"Олександр Тесленко","Танець діліаків-1982",0,7,4,4,3,0,67,NA,1982,"1948","UA-DNC","southeast",0.0470588235294118,85
"Олександр Тесленко","Тату про що ти думаєш-1979",0,0,0,0,0,0,44,NA,1979,"1948","UA-DNC","southeast",0,44
"Олександр Тесленко","У передчутті передчуття-1987",1,0,6,1,1,0,13,NA,1987,"1948","UA-DNC","southeast",0.285714285714286,22
"Олександр Тесленко","Ультрамарин вечірньої пори-1983",0,1,0,3,0,0,7,NA,1983,"1948","UA-DNC","southeast",0,11
"Олександр Тесленко","Фоліана-1977",0,1,1,2,1,1,10,NA,1977,"1948","UA-DNC","southeast",0.0625,16
"Олександр Шарварок","Кров для безсмертних-1988",0,2,3,2,1,0,14,NA,1988,NA,NA,"NA",0.136363636363636,22
"Олександр Шарварок","Межа допустимого-1989",0,3,3,1,1,0,7,NA,1989,NA,NA,"NA",0.2,15
"Олександр Шевченко","Глибинка-2003",1,7,29,7,28,17,121,NA,2003,NA,NA,"NA",0.138755980861244,210
"Олексій Волков","Виконавець-1993",3,25,34,10,36,26,164,NA,1993,"1965","UA-TRN","west",0.115254237288136,298
"Олексій Волков","Переможець отримає все-2004",0,103,45,41,60,24,449,NA,2004,"1965","UA-TRN","west",0.0623268698060942,722
"Олексій Ганзенко","Денисова любов-2004",0,2,2,5,0,0,5,NA,2004,NA,NA,"NA",0.142857142857143,14
"Олексій Ганзенко","Джмелик і велосипед-2003",0,1,0,0,0,0,0,NA,2003,NA,NA,"NA",0,1
"Олексій Ганзенко","Ефемериди-2003",0,3,1,0,0,0,9,NA,2003,NA,NA,"NA",0.0769230769230769,13
"Олексій Ганзенко","Казка про колодязь-2002",0,0,0,0,1,0,4,NA,2002,NA,NA,"NA",0,5
"Олексій Ганзенко","Недоречний дощ-2003",0,1,1,5,0,0,6,NA,2003,NA,NA,"NA",0.0769230769230769,13
"Олексій Ганзенко","Нога-2002",0,1,1,0,0,0,10,NA,2002,NA,NA,"NA",0.0833333333333333,12
"Олексій Ганзенко","Орли з плоскогубцями-2003",0,3,3,4,3,2,23,NA,2003,NA,NA,"NA",0.0789473684210526,38
"Олексій Кацай","Пекло-1999",2,21,63,1,31,6,291,NA,1999,"1954","RU","NA",0.152542372881356,415
"Олексій Кацай","Тарзанаріум Архімеда-2003",1,65,102,6,45,14,459,NA,2003,"1954","RU","NA",0.147612156295224,692
"Олексій Кобець","Записки полоненого (пригоди і враження учасника Першої світової війни)-1931",3,11,13,7,5,1,45,"FIC",1931,"1882","UA-KYV-REG","central",0.158536585365854,85
"Олексій Коломієць","Голубі олені-1973",1,24,6,2,11,2,110,NA,1973,"1919","UA-PLT-REG","southeast",0.0387096774193548,156
"Олексій Коломієць","Дикий ангел-1978",0,19,9,4,8,1,136,NA,1978,"1919","UA-PLT-REG","southeast",0.0508474576271186,177
"Олексій Коломієць","Кравцов-1975",0,13,13,1,7,0,107,NA,1975,"1919","UA-PLT-REG","southeast",0.0921985815602837,141
"Олексій Коломієць","Фараони-1959",0,24,12,4,1,2,92,NA,1959,"1919","UA-PLT-REG","southeast",0.0888888888888889,135
"Олексій Корепанов","Звичайна прогулянка-1991",0,25,11,14,8,3,65,NA,1991,"1953","RU","NA",0.0873015873015873,126
